view_link,download_link,title,description,fname,tags
https://bigsoundbank.com/detail-2130-halloween-soundscape-2.html,https://bigsoundbank.com/UPLOAD/wav/2130.wav,Halloween soundscape 2,"To diffuse in your house before opening to the children :) An ""industrial"" or ""fantastic"" halloween atmosphere created only with sounds from LaSonotheque: Ventilation, zombies, steel, chains, squeaks. Easy to loop.",2130.wav,
https://bigsoundbank.com/detail-2012-amplifier-connection-problem-5.html,https://bigsoundbank.com/UPLOAD/wav/2012.wav,"Amplifier, connection problem 5",Noise from an amplifier when there is a connection problem.,2012.wav,
https://bigsoundbank.com/detail-2013-amplifier-connection-problem-6.html,https://bigsoundbank.com/UPLOAD/wav/2013.wav,"Amplifier, connection problem 6",Noise from an amplifier when there is a connection problem.,2013.wav,
https://bigsoundbank.com/detail-2048-ghost-3.html,https://bigsoundbank.com/UPLOAD/wav/2048.wav,Ghost 3,Cry of a ghost. Hooouuuu!,2048.wav,
https://bigsoundbank.com/detail-2050-ghost-5.html,https://bigsoundbank.com/UPLOAD/wav/2050.wav,Ghost 5,Cry of a ghost. Hooouuuu!,2050.wav,
https://bigsoundbank.com/detail-2148-excavator-use.html,https://bigsoundbank.com/UPLOAD/wav/2148.wav,"Excavator, use",Use of a compact excavator. This is a Volvo EC55B.,2148.wav,
https://bigsoundbank.com/detail-2159-audio-cassette-back-6.html,https://bigsoundbank.com/UPLOAD/wav/2159.wav,Cassette: Back 6,Rewinding an audio cassette while playing a voice recording.,2159.wav,
https://bigsoundbank.com/detail-2166-audio-cassette-back-13.html,https://bigsoundbank.com/UPLOAD/wav/2166.wav,Cassette: Back 13,Rewinding an audio cassette while playing a voice recording.,2166.wav,
https://bigsoundbank.com/detail-2192-thermostat-2.html,https://bigsoundbank.com/UPLOAD/wav/2192.wav,Thermostat 2,"Small mechanical ""click"" of a thermostat.",2192.wav,
https://bigsoundbank.com/detail-2288-mbira-note-4.html,https://bigsoundbank.com/UPLOAD/wav/2288.wav,"Mbira, note 4","A note from Mbira, Sanza, Kalimba, etc. In African idiophone instrument.",2288.wav,
https://bigsoundbank.com/detail-2312-cymbale-16-2.html,https://bigsoundbank.com/UPLOAD/wav/2312.wav,"Cymbale 16"" 2","Sound of a 40cm (16"") cymbal, struck with a wooden drumstick. This is a Medium Thin Crash cymbal by Avedis Zildjian.",2312.wav,
https://bigsoundbank.com/detail-2337-medium-tom-5.html,https://bigsoundbank.com/UPLOAD/wav/2337.wav,"Medium tom, 5",Sound of a medium drum Tom.,2337.wav,
https://bigsoundbank.com/detail-2351-sheep-9.html,https://bigsoundbank.com/UPLOAD/wav/2351.wav,Sheep 9,A sheep bleating recorded under metal shelters (slight reverberation).,2351.wav,
https://bigsoundbank.com/detail-2426-keys-and-lock-6.html,https://bigsoundbank.com/UPLOAD/wav/2426.wav,Keys and lock 6,A bunch of keys to open a lock.,2426.wav,
https://bigsoundbank.com/detail-2419-apartment-door-opening-4.html,https://bigsoundbank.com/UPLOAD/wav/2419.wav,"Apartment door, opening 4",Opening of a apartment door.,2419.wav,
https://bigsoundbank.com/detail-2423-apartment-door-closing-3.html,https://bigsoundbank.com/UPLOAD/wav/2423.wav,"Apartment door, closing 3",Closing of a apartment door.,2423.wav,
https://bigsoundbank.com/detail-2447-mechanical-doorbell-1.html,https://bigsoundbank.com/UPLOAD/wav/2447.wav,Mechanical doorbell 1,Sound of a small mechanical doorbell at the entrance to the house.,2447.wav,
https://bigsoundbank.com/detail-2454-body-fall-3.html,https://bigsoundbank.com/UPLOAD/wav/2454.wav,Body fall 3,"A human falling on a tiled floor, indoors. Thanks to Kellian F. and Yoann B.",2454.wav,
https://bigsoundbank.com/detail-2455-body-fall-4.html,https://bigsoundbank.com/UPLOAD/wav/2455.wav,Body fall 4,"A human falling on a tiled floor, indoors. Thanks to Kellian F. and Yoann B.",2455.wav,
https://bigsoundbank.com/detail-2475-manual-roller-shutter-closing-out-2.html,https://bigsoundbank.com/UPLOAD/wav/2475.wav,"Manual roller shutter, closing out. 2","Closing of a crank roller shutter. Quickly, with one hand. From the outside.",2475.wav,
https://bigsoundbank.com/detail-2481-applause-concert-bar-3.html,https://bigsoundbank.com/UPLOAD/wav/2481.wav,Applause concert bar 3,,2481.wav,
https://bigsoundbank.com/detail-2513-radio-interference-4.html,https://bigsoundbank.com/UPLOAD/wav/2513.wav,Radio interference 4,Interference between two wireless audio systems (HF).,2513.wav,
https://bigsoundbank.com/detail-2518-squeaky-wheelbarrow-3.html,https://bigsoundbank.com/UPLOAD/wav/2518.wav,Squeaky wheelbarrow 3,The squeaking of an rolling wheelbarrow.,2518.wav,
https://bigsoundbank.com/detail-2543-oogah-horn-4.html,https://bigsoundbank.com/UPLOAD/wav/2543.wav,Oogah horn 4,Ooogah horn.,2543.wav,
https://bigsoundbank.com/detail-2546-engine-of-1903-dion-bouton-type-q.html,https://bigsoundbank.com/UPLOAD/wav/2546.wav,Engine of 1903 Dion-Bouton Type Q,Engine noise from a 1903 De Dion-Bouton Type Q.,2546.wav,
https://bigsoundbank.com/detail-0056-timer-1.html,https://bigsoundbank.com/UPLOAD/wav/0056.wav,Timer 1,Mechanical timer on oven,0056.wav,
https://bigsoundbank.com/detail-0324-water-gun-1.html,https://bigsoundbank.com/UPLOAD/wav/0324.wav,Water gun 1,6 long shots water pistol.,0324.wav,
https://bigsoundbank.com/detail-0133-tractor-2.html,https://bigsoundbank.com/UPLOAD/wav/0133.wav,Tractor 2,Tractor 2,0133.wav,
https://bigsoundbank.com/detail-0156-internet-connection-1.html,https://bigsoundbank.com/UPLOAD/wav/0156.wav,Internet connection 1,Sound of a 56k internet connection. Performed with an iBook G4 (laptop).,0156.wav,
https://bigsoundbank.com/detail-0199-video-tape.html,https://bigsoundbank.com/UPLOAD/wav/0199.wav,Video tape,Video tape,0199.wav,
https://bigsoundbank.com/detail-0272-zipper-4.html,https://bigsoundbank.com/UPLOAD/wav/0272.wav,Zipper 4,Zipper 4,0272.wav,
https://bigsoundbank.com/detail-0343-old-squeaky-stroller-3.html,https://bigsoundbank.com/UPLOAD/wav/0343.wav,Old squeaky stroller 1,"Doll stroller, old style metal grating. Pushed slowly.",0343.wav,
https://bigsoundbank.com/detail-0381-bord-casserole-en-aluminium-20cm-sample.html,https://bigsoundbank.com/UPLOAD/wav/0381.wav,Aluminum pan edge 20cm,Aluminum pan edge 20cm,0381.wav,
https://bigsoundbank.com/detail-0394-laser-printer-start.html,https://bigsoundbank.com/UPLOAD/wav/0394.wav,Laser printer start,Starting a laser printer Epson C1100. It is a very noisy printer.,0394.wav,
https://bigsoundbank.com/detail-0418-moqueur-roux-en-peluche.html,https://bigsoundbank.com/UPLOAD/wav/0418.wav,Red Mockingbird plush,Red Mockingbird plush,0418.wav,
https://bigsoundbank.com/detail-0424-song-of-nocturnal-insect-1.html,https://bigsoundbank.com/UPLOAD/wav/0424.wav,Nocturnal insect 1,Nocturnal insect 1,0424.wav,
https://bigsoundbank.com/detail-0441-cock-song-2.html,https://bigsoundbank.com/UPLOAD/wav/0441.wav,Cock song 2,Cocoricos of my oldest cock (x 6). He does not sing very well. It's a dwarf rooster.,0441.wav,
https://bigsoundbank.com/detail-0512-van-that-passes-slowly.html,https://bigsoundbank.com/UPLOAD/wav/0512.wav,Van that passes slowly,Van that passes slowly,0512.wav,
https://bigsoundbank.com/detail-0542-manual-water-pump-and-metal-bucket.html,https://bigsoundbank.com/UPLOAD/wav/0542.wav,Manual water pump and metal bucket,Manual water pump and metal bucket,0542.wav,
https://bigsoundbank.com/detail-0598-cathedral-voice-and-organ.html,https://bigsoundbank.com/UPLOAD/wav/0598.wav,Cathedral: Voice and Organ,In the cathedral of Chartres (France). A person singing and someone playing the organ. Noise strollers and children.,0598.wav,
https://bigsoundbank.com/detail-0637-eurostar-toilet.html,https://bigsoundbank.com/UPLOAD/wav/0637.wav,Eurostar toilet,Soundscape in a Eurostar toilet.,0637.wav,
https://bigsoundbank.com/detail-0652-faucet-3.html,https://bigsoundbank.com/UPLOAD/wav/0652.wav,faucet 3,Open faucet in the kitchen sink.,0652.wav,
https://bigsoundbank.com/detail-0665-effervescent-stamp.html,https://bigsoundbank.com/UPLOAD/wav/0665.wav,Effervescent stamp,Noise of a stamp.,0665.wav,
https://bigsoundbank.com/detail-0700-boat-cabin.html,https://bigsoundbank.com/UPLOAD/wav/0700.wav,Boat - Cabin,"Cabin of a boat. This is the ferry between Royan and the Pointe de Grave. Near Bordeaux, France.",0700.wav,
https://bigsoundbank.com/detail-0747-blow-on-hand.html,https://bigsoundbank.com/UPLOAD/wav/0747.wav,Blow on hand,Compressed air on one hand.,0747.wav,
https://bigsoundbank.com/detail-0792-metal-drawers-1.html,https://bigsoundbank.com/UPLOAD/wav/0792.wav,Metal drawer 1,"Metal drawer, openning and closing.",0792.wav,
https://bigsoundbank.com/detail-0808-oven-controllers.html,https://bigsoundbank.com/UPLOAD/wav/0808.wav,Oven controllers ,Oven buttons is actuated.,0808.wav,
https://bigsoundbank.com/detail-0824-outdoor-pool-in-spain.html,https://bigsoundbank.com/UPLOAD/wav/0824.wav,Outdoor pool in Spain,"Atmosphere sound an outdoor pool, Spain.",0824.wav,
https://bigsoundbank.com/detail-0877-12-days-baby-crying-2.html,https://bigsoundbank.com/UPLOAD/wav/0877.wav,12 days baby crying 2,This baby has only 12 days and he is hungry.,0877.wav,
https://bigsoundbank.com/detail-0889-three-month-old-baby-babbles.html,https://bigsoundbank.com/UPLOAD/wav/0889.wav,Three month old baby babbles,A three month old baby slowly starts to chirp.,0889.wav,
https://bigsoundbank.com/detail-0895-cultivator.html,https://bigsoundbank.com/UPLOAD/wav/0895.wav,Cultivator,"Small tiller with a gasoline engine. Start, plowing and stop.",0895.wav,
https://bigsoundbank.com/detail-0910-crossroads-in-japan.html,https://bigsoundbank.com/UPLOAD/wav/0910.wav,Crossroads in Japan,"Atmosphere at a crossroads in Utsunomiya, Japan. Cars, traffic lights, bicycles ...",0910.wav,
https://bigsoundbank.com/detail-0946-electric-cement-mixer-1.html,https://bigsoundbank.com/UPLOAD/wav/0946.wav,Electric cement mixer 1,Electric cement mixer.,0946.wav,
https://bigsoundbank.com/detail-0977-hen-lays-3.html,https://bigsoundbank.com/UPLOAD/wav/0977.wav,Hen lays 3,Song of a hen that will lay or who to lay.,0977.wav,
https://bigsoundbank.com/detail-0991-barn-with-cows-1.html,https://bigsoundbank.com/UPLOAD/wav/0991.wav,Barn with cows 1,About 50 cows in a semi-outdoor cow shed. The cows have been separated from their calves.,0991.wav,
https://bigsoundbank.com/detail-1062-train-passes-1.html,https://bigsoundbank.com/UPLOAD/wav/1062.wav,train passes 1,A small regional train passes quickly.,1062.wav,
https://bigsoundbank.com/detail-1107-brush-on-concrete.html,https://bigsoundbank.com/UPLOAD/wav/1107.wav,Brush on concrete,Noise of a brush rubbing on concrete.,1107.wav,
https://bigsoundbank.com/detail-1122-broken-christmas-ball-2.html,https://bigsoundbank.com/UPLOAD/wav/1122.wav,Broken christmas ball 2,A glass Christmas ball that falls to the ground and breaks.,1122.wav,
https://bigsoundbank.com/detail-1159-door-squeaks-and-rubs-1.html,https://bigsoundbank.com/UPLOAD/wav/1159.wav,Door squeaks and rubs 1,Opening and closing a door whose handle creaks and the door rubs on the floor.,1159.wav,
https://bigsoundbank.com/detail-1160-door-squeaks-and-rubs-2.html,https://bigsoundbank.com/UPLOAD/wav/1160.wav,Door squeaks and rubs 2,Opening and closing a door whose handle creaks and the door rubs on the floor.,1160.wav,
https://bigsoundbank.com/detail-1194-teaspoon-placed-on-a-plate.html,https://bigsoundbank.com/UPLOAD/wav/1194.wav,"Teaspoon, placed on a plate",A teaspoon placed and then removed several times from a small plate.,1194.wav,
https://bigsoundbank.com/detail-1234-trap.html,https://bigsoundbank.com/UPLOAD/wav/1234.wav,Trap,Guillotine door of an animal trap that closes.,1234.wav,
https://bigsoundbank.com/detail-1359-bullet-case-9-mm-on-concrete-5.html,https://bigsoundbank.com/UPLOAD/wav/1359.wav,Cartridge case 9 mm on concrete 5,A 9mm bullet metal case that falls on a concrete floor.,1359.wav,
https://bigsoundbank.com/detail-1378-young-goat-1.html,https://bigsoundbank.com/UPLOAD/wav/1378.wav,Young goat 1,A kid who calls his mother.,1378.wav,
https://bigsoundbank.com/detail-1507-seat-belt-out.html,https://bigsoundbank.com/UPLOAD/wav/1507.wav,"Seat belt, out",Click on a seatbelt that is removed.,1507.wav,
https://bigsoundbank.com/detail-1508-plastic-squeaks.html,https://bigsoundbank.com/UPLOAD/wav/1508.wav,Plastic squeaks,Big plastic creaking of a car steering wheel.,1508.wav,
https://bigsoundbank.com/detail-1601-raw-carrot-peeled.html,https://bigsoundbank.com/UPLOAD/wav/1601.wav,Raw carrot peeled,"A raw carrot, peeled with a vegetable peeler.",1601.wav,
https://bigsoundbank.com/detail-1619-cap-cider-2.html,https://bigsoundbank.com/UPLOAD/wav/1619.wav,Cap cider 2,Sound of a cap cider jumps.,1619.wav,
https://bigsoundbank.com/detail-1624-robot-vacuum.html,https://bigsoundbank.com/UPLOAD/wav/1624.wav,"Robot vacuum, back to the base
","Start, return to the base and then stop an iRobot Roomba i7 vacuum cleaner.",1624.wav,
https://bigsoundbank.com/detail-1630-microwave-oven-2.html,https://bigsoundbank.com/UPLOAD/wav/1630.wav,Microwave oven 2,"Opening, flat, closing, lighting, extinguishing, opening, flat, closing. The actions are well dissociated to facilitate the assembly.",1630.wav,
https://bigsoundbank.com/detail-1649-broken-plate-7.html,https://bigsoundbank.com/UPLOAD/wav/1649.wav,Broken plate 7,"A plate dropped on a concrete floor, which breaks.",1649.wav,
https://bigsoundbank.com/detail-1707-burp-1.html,https://bigsoundbank.com/UPLOAD/wav/1707.wav,Burp 1,A man who burps.,1707.wav,
https://bigsoundbank.com/detail-1766-applause-2.html,https://bigsoundbank.com/UPLOAD/wav/1766.wav,Applause 2,One person applauds. The sound is easy to loop.,1766.wav,
https://bigsoundbank.com/detail-1789-flag-3.html,https://bigsoundbank.com/UPLOAD/wav/1789.wav,Flag 3,Shaken nylon flag.,1789.wav,
https://bigsoundbank.com/detail-1813-miscanthus-sinensis-3.html,https://bigsoundbank.com/UPLOAD/wav/1813.wav,Miscanthus sinensis 3,"Noise of the leaves of a Miscanthus sinensis, an maiden silvergrass.",1813.wav,
https://bigsoundbank.com/detail-1815-miscanthus-sinensis-5.html,https://bigsoundbank.com/UPLOAD/wav/1815.wav,Miscanthus sinensis 5,"Noise of the leaves of a Miscanthus sinensis, an maiden silvergrass.",1815.wav,
https://bigsoundbank.com/detail-1827-pneumatic-horn-simple-1.html,https://bigsoundbank.com/UPLOAD/wav/1827.wav,"Pneumatic horn, simple 1",One press of a pneumatic horn.,1827.wav,
https://bigsoundbank.com/detail-1950-planted-cartoon-1.html,https://bigsoundbank.com/UPLOAD/wav/1950.wav,Planted cartoon 1,"Cartoon sound effect of an arrow, knife, spear, etc. that we plant.",1950.wav,
https://bigsoundbank.com/detail-2018-microphone-tapping-3.html,https://bigsoundbank.com/UPLOAD/wav/2018.wav,"Microphone, tapping 3",Sound of a dynamic microphone being tapped.,2018.wav,
https://bigsoundbank.com/detail-2101-delirious-laughter-11.html,https://bigsoundbank.com/UPLOAD/wav/2101.wav,Delirious laughter 11,"A horrible delirious laugh. This sound has no effect, but reverberation would make it terrible.",2101.wav,
https://bigsoundbank.com/detail-2109-zombie-4.html,https://bigsoundbank.com/UPLOAD/wav/2109.wav,Zombie 4,Horrible zombie growls. This sound has no effect.,2109.wav,
https://bigsoundbank.com/detail-2124-ice-cubes-in-a-glass-2.html,https://bigsoundbank.com/UPLOAD/wav/2124.wav,Ice cubes in a glass 2,3 ice cubes put in a whisky glass.,2124.wav,
https://bigsoundbank.com/detail-2251-detector-1.html,https://bigsoundbank.com/UPLOAD/wav/2251.wav,Detector 1,"The sound of a detector. Like a metal detector. Generated with a computer. This is a sawtooth wave, with a frequency of 465 Hz.",2251.wav,
https://bigsoundbank.com/detail-2346-sheep-4.html,https://bigsoundbank.com/UPLOAD/wav/2346.wav,Sheep 4,A sheep bleating recorded under metal shelters (slight reverberation).,2346.wav,
https://bigsoundbank.com/detail-2347-sheep-5.html,https://bigsoundbank.com/UPLOAD/wav/2347.wav,Sheep 5,A sheep bleating recorded under metal shelters (slight reverberation).,2347.wav,
https://bigsoundbank.com/detail-2364-burp-5.html,https://bigsoundbank.com/UPLOAD/wav/2364.wav,Burp 5,A man who burps.,2364.wav,
https://bigsoundbank.com/detail-2377-microwave-oven-opening.html,https://bigsoundbank.com/UPLOAD/wav/2377.wav,"Microwave oven, opening",Opening of a microwave oven.,2377.wav,
https://bigsoundbank.com/detail-2404-drum-roll-2-m.html,https://bigsoundbank.com/UPLOAD/wav/2404.wav,Drum roll 2 M,"A snare drum roll. Made with HALion Sonic SE, on Cubase.",2404.wav,
https://bigsoundbank.com/detail-2527-maraca-1.html,https://bigsoundbank.com/UPLOAD/wav/2527.wav,Maraca 1,Sound of a maraca being shaken once.,2527.wav,
https://bigsoundbank.com/detail-2550-5-year-old-child-crying-3.html,https://bigsoundbank.com/UPLOAD/wav/2550.wav,5 year old child crying 3,"My 5 year old son is having a crying fit in his room. No abuse, he was doing a comedy to play the game console.",2550.wav,
https://bigsoundbank.com/detail-0203-gas-water-heater.html,https://bigsoundbank.com/UPLOAD/wav/0203.wav,Gas water heater,Gas water heater,0203.wav,
https://bigsoundbank.com/detail-0248-tin-can-3.html,https://bigsoundbank.com/UPLOAD/wav/0248.wav,Tin can 3,Noise of a tin which would drop to the ground.,0248.wav,
https://bigsoundbank.com/detail-0329-knife-blade-scraped-on-a-stone-3.html,https://bigsoundbank.com/UPLOAD/wav/0329.wav,Knife blade scraped on a stone 3,Knife blade scraped on a stone 3,0329.wav,
https://bigsoundbank.com/detail-0382-fond-poele-en-aluminium-26cm-sample.html,https://bigsoundbank.com/UPLOAD/wav/0382.wav,Aluminum pan bottom 26cm,Aluminum pan bottom 26cm,0382.wav,
https://bigsoundbank.com/detail-0385-copper-saucepan-bottom-7-cm-sample.html,https://bigsoundbank.com/UPLOAD/wav/0385.wav,Copper saucepan bottom 7 cm (Sample),Copper saucepan bottom 7 cm (Sample),0385.wav,
https://bigsoundbank.com/detail-0406-stainless-steel-fork-falls.html,https://bigsoundbank.com/UPLOAD/wav/0406.wav,Stainless steel fork falls,Noise of a fall (x10) a range of stainless steel type cutlery on the ground Damette of terracotta kitchen.,0406.wav,
https://bigsoundbank.com/detail-0498-horse-shod-in-concrete-not.html,https://bigsoundbank.com/UPLOAD/wav/0498.wav,"Horse shod in concrete not
",,0498.wav,
https://bigsoundbank.com/detail-0593-low-frequency-continuous-buzzer.html,https://bigsoundbank.com/UPLOAD/wav/0593.wav,Low frequency continuous buzzer,Low frequency continuous buzzer. There is a buzzer of walkie talkie on a wooden table.,0593.wav,
https://bigsoundbank.com/detail-0660-electric-kettle.html,https://bigsoundbank.com/UPLOAD/wav/0660.wav,Electric kettle 1,"Electric kettle noise, with 75cl of water.",0660.wav,
https://bigsoundbank.com/detail-0694-boat-foredeck.html,https://bigsoundbank.com/UPLOAD/wav/0694.wav,Boat - Foredeck,"Foredeck of a boat. This is the ferry between Royan and the Pointe de Grave. Near Bordeaux, France.",0694.wav,
https://bigsoundbank.com/detail-0768-warning-tone-phone.html,https://bigsoundbank.com/UPLOAD/wav/0768.wav,Warning tone phone,Ring and vibrate alert a Nokia 6300 mobile phone placed in the hand.,0768.wav,
https://bigsoundbank.com/detail-0827-beginning-of-a-procession-spain.html,https://bigsoundbank.com/UPLOAD/wav/0827.wav,"Beginning of a procession, Spain","Beginning of a religious, near Valencia, Spain. Crowd, bells, firecrackers, etc.",0827.wav,
https://bigsoundbank.com/detail-0881-1-month-baby-crying.html,https://bigsoundbank.com/UPLOAD/wav/0881.wav,1 month baby crying,One month baby crying,0881.wav,
https://bigsoundbank.com/detail-0929-14-month-old-baby-snoring.html,https://bigsoundbank.com/UPLOAD/wav/0929.wav,14 month old baby snoring,A baby of 14 months snoring. This is my own daughter.,0929.wav,
https://bigsoundbank.com/detail-0949-tractor-and-baler.html,https://bigsoundbank.com/UPLOAD/wav/0949.wav,Tractor and baler,Old tractor making hay bales.,0949.wav,
https://bigsoundbank.com/detail-0964-impact-wrench-1.html,https://bigsoundbank.com/UPLOAD/wav/0964.wav,Impact wrench 1,Several impact wrench noises.,0964.wav,
https://bigsoundbank.com/detail-0995-wooden-stick-on-bars.html,https://bigsoundbank.com/UPLOAD/wav/0995.wav,Wooden stick on bars,A stick of wood slipped on metal bars.,0995.wav,
https://bigsoundbank.com/detail-1008-pool-changing-rooms-2.html,https://bigsoundbank.com/UPLOAD/wav/1008.wav,Pool changing rooms 2,"Inside the locker room of the pool of Chartres, France.",1008.wav,
https://bigsoundbank.com/detail-1088-bike-brake-2.html,https://bigsoundbank.com/UPLOAD/wav/1088.wav,Bike brake 2,Braking a bike.,1088.wav,
https://bigsoundbank.com/detail-1191-cutlery-set-on-a-plate.html,https://bigsoundbank.com/UPLOAD/wav/1191.wav,"Cutlery, set on a plate",A fork and a knife put and removed several times on a plate.,1191.wav,
https://bigsoundbank.com/detail-1370-bullet-case-7-62mm-on-concrete-4.html,https://bigsoundbank.com/UPLOAD/wav/1370.wav,Cartridge case 7.62mm on concrete 4,A 7.62mm or 7.65mm bullet metal case that falls on a concrete floor.,1370.wav,
https://bigsoundbank.com/detail-1412-closed-book-3.html,https://bigsoundbank.com/UPLOAD/wav/1412.wav,Closed book 3,A book that closes.,1412.wav,
https://bigsoundbank.com/detail-1449-truck-maneuvering-and-unloading.html,https://bigsoundbank.com/UPLOAD/wav/1449.wav,"Truck, maneuvering and unloading","A dump truck arrives, unloads logs of wood, maneuvers and leaves.",1449.wav,
https://bigsoundbank.com/detail-1498-electric-shutter-opening.html,https://bigsoundbank.com/UPLOAD/wav/1498.wav,"Electric shutter, opening",Noise of a large electric shutter that opens. Recorded from inside the house.,1498.wav,
https://bigsoundbank.com/detail-1628-hourly-bips-2.html,https://bigsoundbank.com/UPLOAD/wav/1628.wav,Hourly bips 2,,1628.wav,
https://bigsoundbank.com/detail-1642-sweeping-broken-plate.html,https://bigsoundbank.com/UPLOAD/wav/1642.wav,Sweeping broken plate,Pieces of broken plate that are moved on the ground with a small brush.,1642.wav,
https://bigsoundbank.com/detail-1654-gargle-3.html,https://bigsoundbank.com/UPLOAD/wav/1654.wav,Gargle 3,A man who gargles.,1654.wav,
https://bigsoundbank.com/detail-1678-howling-of-a-girl-4.html,https://bigsoundbank.com/UPLOAD/wav/1678.wav,howling of a girl 4,Howling of a girl of 4 years and a half.,1678.wav,
https://bigsoundbank.com/detail-1730-slow-imac-keyboard.html,https://bigsoundbank.com/UPLOAD/wav/1730.wav,Slow iMac keyboard,Slow noise from the keys of an iMac keyboard.,1730.wav,
https://bigsoundbank.com/detail-1737-raspberry-mouse-double-click-2.html,https://bigsoundbank.com/UPLOAD/wav/1737.wav,"Raspberry mouse, double click 2",A double click of the Raspberry Pi computer mouse.,1737.wav,
https://bigsoundbank.com/detail-1771-falling-sheet-steel-bar-1.html,https://bigsoundbank.com/UPLOAD/wav/1771.wav,Falling sheet steel bar 1,"Steel bar made of sheet metal, which falls to the ground on a path.",1771.wav,
https://bigsoundbank.com/detail-1778-fall-2-sheet-steel-bars-3.html,https://bigsoundbank.com/UPLOAD/wav/1778.wav,Fall 2 sheet steel bars 3,"Two steel bars made of sheet metal, which fall to the ground on a path.",1778.wav,
https://bigsoundbank.com/detail-1820-sliding-rope-3.html,https://bigsoundbank.com/UPLOAD/wav/1820.wav,Sliding rope 3,Slipping a rope.,1820.wav,
https://bigsoundbank.com/detail-1856-horsehair-brush.html,https://bigsoundbank.com/UPLOAD/wav/1856.wav,Horsehair brush,We brush the mane of a horse.,1856.wav,
https://bigsoundbank.com/detail-1870-music-box-f-1.html,https://bigsoundbank.com/UPLOAD/wav/1870.wav,"Music box, F 1","The ""fa"" of a music box.",1870.wav,
https://bigsoundbank.com/detail-1871-music-box-g-1.html,https://bigsoundbank.com/UPLOAD/wav/1871.wav,"Music box, G 1","The ""sol"" of a music box.",1871.wav,
https://bigsoundbank.com/detail-1874-music-box-c-2.html,https://bigsoundbank.com/UPLOAD/wav/1874.wav,"Music box, C 2","The ""do"" of a music box.",1874.wav,
https://bigsoundbank.com/detail-1889-meow-cat-1.html,https://bigsoundbank.com/UPLOAD/wav/1889.wav,Meow cat 1,A meowing cat.,1889.wav,
https://bigsoundbank.com/detail-1895-meow-cat-7.html,https://bigsoundbank.com/UPLOAD/wav/1895.wav,Meow cat 7,A meowing cat.,1895.wav,
https://bigsoundbank.com/detail-1939-bottle-blow-1.html,https://bigsoundbank.com/UPLOAD/wav/1939.wav,"Bottle, blow 1",,1939.wav,
https://bigsoundbank.com/detail-1954-planted-cartoon-5.html,https://bigsoundbank.com/UPLOAD/wav/1954.wav,Planted cartoon 5,"Cartoon sound effect of an arrow, knife, spear, etc. that we plant.",1954.wav,
https://bigsoundbank.com/detail-1988-gun-loading-1.html,https://bigsoundbank.com/UPLOAD/wav/1988.wav,"Gun, loading 1",Loading of a semi-automatic pistol magazine.,1988.wav,
https://bigsoundbank.com/detail-2026-microphone-switch-1.html,https://bigsoundbank.com/UPLOAD/wav/2026.wav,"Microphone, switch 1",Sound of a microphone being turned on.,2026.wav,
https://bigsoundbank.com/detail-2042-bulb-bursting-4.html,https://bigsoundbank.com/UPLOAD/wav/2042.wav,Bulb bursting 4,A bursting glass bulb.,2042.wav,
https://bigsoundbank.com/detail-2078-santa-claus-oh-oh-oh-5.html,https://bigsoundbank.com/UPLOAD/wav/2078.wav,"Santa Claus, Oh Oh Oh 5","The famous ""Oh Oh Oh"" of Santa Claus.",2078.wav,
https://bigsoundbank.com/detail-2121-flying-saucer-2.html,https://bigsoundbank.com/UPLOAD/wav/2121.wav,Flying saucer 2,,2121.wav,
https://bigsoundbank.com/detail-2125-ice-cubes-in-a-glass-3.html,https://bigsoundbank.com/UPLOAD/wav/2125.wav,Ice cubes in a glass 3,3 ice cubes put in a whisky glass.,2125.wav,
https://bigsoundbank.com/detail-2141-wedding-march-whistling-2.html,https://bigsoundbank.com/UPLOAD/wav/2141.wav,"Wedding March, whistling 2",A man whistles the Wedding March.,2141.wav,
https://bigsoundbank.com/detail-2172-audio-cassette-back-music-6.html,https://bigsoundbank.com/UPLOAD/wav/2172.wav,Audio cassette: Back music 6,Rewinding an audio cassette while playing a music recording.,2172.wav,
https://bigsoundbank.com/detail-2231-crutch-on-4.html,https://bigsoundbank.com/UPLOAD/wav/2231.wav,"Crutch, On 4",Noise when placing a crutch on hard ground.,2231.wav,
https://bigsoundbank.com/detail-2238-ping-pong-ball-bounce-3.html,https://bigsoundbank.com/UPLOAD/wav/2238.wav,"Ping-pong ball, bounce 3",A table tennis ball bouncing off a tiled floor.,2238.wav,
https://bigsoundbank.com/detail-2286-mbira-note-2.html,https://bigsoundbank.com/UPLOAD/wav/2286.wav,"Mbira, note 2","A note from Mbira, Sanza, Kalimba, etc. In African idiophone instrument.",2286.wav,
https://bigsoundbank.com/detail-2311-cymbale-16-1.html,https://bigsoundbank.com/UPLOAD/wav/2311.wav,"Cymbale 16"" 1","Sound of a 40cm (16"") cymbal, struck with a wooden drumstick. This is a Medium Thin Crash cymbal by Avedis Zildjian.",2311.wav,
https://bigsoundbank.com/detail-2310-snare-drum-7.html,https://bigsoundbank.com/UPLOAD/wav/2310.wav,Snare drum 7,Sound of snare drum struck with a wooden drumstick.,2310.wav,
https://bigsoundbank.com/detail-2314-cymbale-16-4.html,https://bigsoundbank.com/UPLOAD/wav/2314.wav,"Cymbale 16"" 4","Sound of a 40cm (16"") cymbal, struck with a wooden drumstick. This is a Medium Thin Crash cymbal by Avedis Zildjian.",2314.wav,
